Geographic Area(s),Year(s),Age Group/Status,Test Type,Blood Lead Reference Value,Number of Children Tested,Number of Children with an EBLL,Percent of Children Tested with an EBLL
48609**,2017,All Children <6,All Test Types,3.5,118,,Suppressed
48609,2017,All Children <6,All Test Types,5,118,0,0
48609**,2018,All Children <6,All Test Types,3.5,107,,Suppressed
48609**,2018,All Children <6,All Test Types,5,107,,Suppressed
48609**,2019,All Children <6,All Test Types,3.5,106,,Suppressed
48609,2019,All Children <6,All Test Types,5,106,0,0
48609,2020,All Children <6,All Test Types,3.5,93,9,9.7
48609**,2020,All Children <6,All Test Types,5,93,,Suppressed
48609,2021,All Children <6,All Test Types,3.5,72,0,0
48609,2021,All Children <6,All Test Types,5,72,0,0
48609**,2022,All Children <6,All Test Types,3.5,84,,Suppressed
48609,2022,All Children <6,All Test Types,5,84,0,0
48609**,2023,All Children <6,All Test Types,3.5,109,,Suppressed
48609**,2023,All Children <6,All Test Types,5,109,,Suppressed
48609**,2024,All Children <6,All Test Types,3.5,121,,Suppressed
48609,2024,All Children <6,All Test Types,5,121,0,0
48610**,2010,All Children <6,All Test Types,3.5,36,,Suppressed
48610**,2010,All Children <6,All Test Types,5,36,,Suppressed
